====================================================================================================
data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={ edge_index=[2, 13838] },
  (protein, rev_interaction, drug)={ edge_index=[2, 13838] }
)
====================================================================================================
****************************************************************************************************
train data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 7751],
    edge_label=[5811],
    edge_label_index=[2, 5811],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 7751] }
)
****************************************************************************************************
val data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 9688],
    edge_label=[4149],
    edge_label_index=[2, 4149],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 9688] }
)
****************************************************************************************************
test data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 11071],
    edge_label=[8301],
    edge_label_index=[2, 8301],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 11071] }
)
****************************************************************************************************
edge_x: torch.Size([5811, 32])
labels: torch.Size([5811])
edge_x: torch.Size([4149, 32])
labels: torch.Size([4149])
edge_x: torch.Size([8301, 32])
labels: torch.Size([8301])
model: HGT(
  (lin_dict): ModuleDict(
    (drug): Linear(-1, 64, bias=True)
    (protein): Linear(-1, 64, bias=True)
  )
  (convs): ModuleList(
    (0-2): 3 x HGTConv(-1, 64, heads=2)
  )
  (lin): Linear(128, 1, bias=True)
)
Epoch: 51, Loss: 0.5268
Epoch: 101, Loss: 0.5549
Epoch: 151, Loss: 0.4686
Epoch: 201, Loss: 0.4672
Epoch: 251, Loss: 0.4945
Epoch: 301, Loss: 0.4896
Epoch: 351, Loss: 0.4810
Epoch: 401, Loss: 0.4789
Epoch: 451, Loss: 0.4791
Epoch: 501, Loss: 0.4776
Epoch: 551, Loss: 0.4766
Epoch: 601, Loss: 0.4760
Epoch: 651, Loss: 0.4895
Epoch: 701, Loss: 0.4731
Epoch: 751, Loss: 0.4709
Epoch: 801, Loss: 0.4688
Epoch: 851, Loss: 29.9991
Epoch: 901, Loss: 29.9985
Epoch: 951, Loss: 29.9985
Epoch: 1001, Loss: 29.9985
Epoch: 51, Loss: 29.9985
Epoch: 101, Loss: 29.9985
Epoch: 151, Loss: 29.9985
Epoch: 201, Loss: 29.9985
Epoch: 251, Loss: 29.9985
Epoch: 301, Loss: 29.9985
Epoch: 351, Loss: 29.9985
Epoch: 401, Loss: 29.9985
Epoch: 451, Loss: 29.9985
Epoch: 501, Loss: 29.9985
Epoch: 551, Loss: 29.9985
Epoch: 601, Loss: 29.9985
Epoch: 651, Loss: 29.9985
Epoch: 701, Loss: 29.9985
Epoch: 751, Loss: 29.9985
Epoch: 801, Loss: 29.9985
Epoch: 851, Loss: 29.9985
Epoch: 901, Loss: 29.9985
Epoch: 951, Loss: 29.9985
Epoch: 1001, Loss: 29.9985
Elapsed time 0.1056 min
Epoch: 51, Loss: 29.9985
Epoch: 101, Loss: 29.9985
Epoch: 151, Loss: 29.9985
Epoch: 201, Loss: 29.9985
Epoch: 251, Loss: 29.9985
Epoch: 301, Loss: 29.9985
Epoch: 351, Loss: 29.9985
Epoch: 401, Loss: 29.9985
Epoch: 451, Loss: 29.9985
Epoch: 501, Loss: 29.9985
Epoch: 551, Loss: 29.9985
Epoch: 601, Loss: 29.9985
Epoch: 651, Loss: 29.9985
Epoch: 701, Loss: 29.9985
Epoch: 751, Loss: 29.9985
Epoch: 801, Loss: 29.9985
Epoch: 851, Loss: 29.9985
Epoch: 901, Loss: 29.9985
Epoch: 951, Loss: 29.9985
Epoch: 1001, Loss: 29.9985
Elapsed time 0.1032 min
Epoch: 51, Loss: 29.9985
Epoch: 101, Loss: 29.9985
Epoch: 151, Loss: 29.9985
Epoch: 201, Loss: 29.9985
Epoch: 251, Loss: 29.9985
Epoch: 301, Loss: 29.9990
Epoch: 351, Loss: 29.9984
Epoch: 401, Loss: 29.9984
Epoch: 451, Loss: 29.9984
Epoch: 501, Loss: 29.9984
Epoch: 551, Loss: 29.9984
Epoch: 601, Loss: 29.9984
Epoch: 651, Loss: 29.9984
Epoch: 701, Loss: 29.9984
Epoch: 751, Loss: 29.9987
Epoch: 801, Loss: 29.9984
Epoch: 851, Loss: 29.9984
Epoch: 901, Loss: 29.9984
Epoch: 951, Loss: 29.9986
Epoch: 1001, Loss: 29.9984
Elapsed time 0.1040 min
Epoch: 51, Loss: 29.9984
Epoch: 101, Loss: 29.9984
Epoch: 151, Loss: 29.9984
Epoch: 201, Loss: 29.9984
Epoch: 251, Loss: 29.9984
Epoch: 301, Loss: 29.9984
