====================================================================================================
data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={ edge_index=[2, 13838] },
  (protein, rev_interaction, drug)={ edge_index=[2, 13838] }
)
====================================================================================================
****************************************************************************************************
train data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 7751],
    edge_label=[5811],
    edge_label_index=[2, 5811],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 7751] }
)
****************************************************************************************************
val data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 9688],
    edge_label=[4149],
    edge_label_index=[2, 4149],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 9688] }
)
****************************************************************************************************
test data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 11071],
    edge_label=[8301],
    edge_label_index=[2, 8301],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 11071] }
)
****************************************************************************************************
edge_x: torch.Size([5811, 32])
labels: torch.Size([5811])
edge_x: torch.Size([4149, 32])
labels: torch.Size([4149])
edge_x: torch.Size([8301, 32])
labels: torch.Size([8301])
model: HGT(
  (lin_dict): ModuleDict(
    (drug): Linear(-1, 64, bias=True)
    (protein): Linear(-1, 64, bias=True)
  )
  (convs): ModuleList(
    (0-1): 2 x HGTConv(-1, 64, heads=2)
  )
  (lin): Linear(128, 1, bias=True)
)
Epoch: 51, Loss: 0.5673
Epoch: 101, Loss: 0.4988
Epoch: 151, Loss: 0.4724
Epoch: 201, Loss: 0.4636
Epoch: 251, Loss: 0.4588
Epoch: 301, Loss: 0.4608
Epoch: 351, Loss: 0.4575
Epoch: 401, Loss: 0.4679
Epoch: 451, Loss: 0.4532
Epoch: 501, Loss: 0.4524
Epoch: 551, Loss: 0.4516
Epoch: 601, Loss: 0.4542
Epoch: 651, Loss: 0.4479
Epoch: 701, Loss: 0.4475
Epoch: 751, Loss: 0.4470
Epoch: 801, Loss: 0.4796
Epoch: 851, Loss: 0.4461
Epoch: 901, Loss: 0.4409
Epoch: 951, Loss: 0.4402
Epoch: 1001, Loss: 0.4368
Epoch: 51, Loss: 0.4363
Epoch: 101, Loss: 0.4401
Epoch: 151, Loss: 0.4317
Epoch: 201, Loss: 0.4548
Epoch: 251, Loss: 0.4269
Epoch: 301, Loss: 0.4372
Epoch: 351, Loss: 0.4293
Epoch: 401, Loss: 0.4237
Epoch: 451, Loss: 0.4226
Epoch: 501, Loss: 0.4248
Epoch: 551, Loss: 0.4228
Epoch: 601, Loss: 0.4209
Epoch: 651, Loss: 0.4271
Epoch: 701, Loss: 0.4263
Epoch: 751, Loss: 0.4197
Epoch: 801, Loss: 0.4173
Epoch: 851, Loss: 0.4190
Epoch: 901, Loss: 0.4197
Epoch: 951, Loss: 0.4643
Epoch: 1001, Loss: 0.4435
Elapsed time 0.0978 min
Epoch: 51, Loss: 0.4343
Epoch: 101, Loss: 0.4301
Epoch: 151, Loss: 0.4315
Epoch: 201, Loss: 0.4262
Epoch: 251, Loss: 0.4235
Epoch: 301, Loss: 0.4231
Epoch: 351, Loss: 0.4205
Epoch: 401, Loss: 0.4230
Epoch: 451, Loss: 0.4175
Epoch: 501, Loss: 0.4128
Epoch: 551, Loss: 0.4144
Epoch: 601, Loss: 0.4138
Epoch: 651, Loss: 0.4133
Epoch: 701, Loss: 0.4168
Epoch: 751, Loss: 0.4186
Epoch: 801, Loss: 0.4065
Epoch: 851, Loss: 0.4069
Epoch: 901, Loss: 0.4091
Epoch: 951, Loss: 0.4021
Epoch: 1001, Loss: 0.4034
Elapsed time 0.0977 min
Epoch: 51, Loss: 0.4214
Epoch: 101, Loss: 0.4114
Epoch: 151, Loss: 0.4112
Epoch: 201, Loss: 0.4179
Epoch: 251, Loss: 0.4089
Epoch: 301, Loss: 0.4126
Epoch: 351, Loss: 0.4052
Epoch: 401, Loss: 0.4066
Epoch: 451, Loss: 0.4005
Epoch: 501, Loss: 0.4019
Epoch: 551, Loss: 0.4253
Epoch: 601, Loss: 0.4602
Epoch: 651, Loss: 0.4814
Epoch: 701, Loss: 0.4580
Epoch: 751, Loss: 0.4717
Epoch: 801, Loss: 0.4503
Epoch: 851, Loss: 0.4431
Epoch: 901, Loss: 0.4382
Epoch: 951, Loss: 0.4385
Epoch: 1001, Loss: 0.4337
Elapsed time 0.0981 min
Epoch: 51, Loss: 0.4334
Epoch: 101, Loss: 0.4500
Epoch: 151, Loss: 0.4371
Epoch: 201, Loss: 0.4350
Epoch: 251, Loss: 0.4337
Epoch: 301, Loss: 0.4325
