====================================================================================================
data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={ edge_index=[2, 13838] },
  (protein, rev_interaction, drug)={ edge_index=[2, 13838] }
)
====================================================================================================
****************************************************************************************************
train data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 7751],
    edge_label=[5811],
    edge_label_index=[2, 5811],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 7751] }
)
****************************************************************************************************
val data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 9688],
    edge_label=[4149],
    edge_label_index=[2, 4149],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 9688] }
)
****************************************************************************************************
test data: HeteroData(
  drug={
    node_id=[4499],
    x=[4499, 12],
  },
  protein={
    node_id=[2113],
    x=[2113, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 11071],
    edge_label=[8301],
    edge_label_index=[2, 8301],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 11071] }
)
****************************************************************************************************
edge_x: torch.Size([5811, 32])
labels: torch.Size([5811])
edge_x: torch.Size([4149, 32])
labels: torch.Size([4149])
edge_x: torch.Size([8301, 32])
labels: torch.Size([8301])
model: HGT(
  (lin_dict): ModuleDict(
    (drug): Linear(-1, 64, bias=True)
    (protein): Linear(-1, 64, bias=True)
  )
  (convs): ModuleList(
    (0-1): 2 x HGTConv(-1, 64, heads=4)
  )
  (lin): Linear(128, 1, bias=True)
)
Epoch: 51, Loss: 0.5400
Epoch: 101, Loss: 0.5020
Epoch: 151, Loss: 0.4813
Epoch: 201, Loss: 0.4793
Epoch: 251, Loss: 0.4779
Epoch: 301, Loss: 0.4761
Epoch: 351, Loss: 0.4722
Epoch: 401, Loss: 0.5044
Epoch: 451, Loss: 0.4685
Epoch: 501, Loss: 0.4663
Epoch: 551, Loss: 0.4605
Epoch: 601, Loss: 0.4617
Epoch: 651, Loss: 0.4645
Epoch: 701, Loss: 0.4740
Epoch: 751, Loss: 0.4716
Epoch: 801, Loss: 0.4901
Epoch: 851, Loss: 0.4504
Epoch: 901, Loss: 0.4500
Epoch: 951, Loss: 0.4588
Epoch: 1001, Loss: 0.4468
Epoch: 51, Loss: 0.4743
Epoch: 101, Loss: 0.4514
Epoch: 151, Loss: 0.4520
Epoch: 201, Loss: 0.4442
Epoch: 251, Loss: 0.4471
Epoch: 301, Loss: 0.4433
Epoch: 351, Loss: 0.4525
Epoch: 401, Loss: 0.4455
Epoch: 451, Loss: 0.4434
Epoch: 501, Loss: 0.4463
Epoch: 551, Loss: 0.4431
Epoch: 601, Loss: 0.4419
Epoch: 651, Loss: 0.4438
Epoch: 701, Loss: 0.4413
Epoch: 751, Loss: 0.4459
Epoch: 801, Loss: 0.4399
Epoch: 851, Loss: 0.4407
Epoch: 901, Loss: 0.4692
Epoch: 951, Loss: 0.4414
Epoch: 1001, Loss: 0.4470
Elapsed time 0.0956 min
Epoch: 51, Loss: 0.4392
Epoch: 101, Loss: 0.4373
Epoch: 151, Loss: 0.4354
Epoch: 201, Loss: 0.4401
Epoch: 251, Loss: 0.4510
Epoch: 301, Loss: 0.4331
Epoch: 351, Loss: 0.4392
Epoch: 401, Loss: 0.4312
Epoch: 451, Loss: 0.4313
Epoch: 501, Loss: 0.4286
Epoch: 551, Loss: 0.4282
Epoch: 601, Loss: 0.4300
Epoch: 651, Loss: 0.4378
Epoch: 701, Loss: 0.4300
Epoch: 751, Loss: 0.6284
Epoch: 801, Loss: 0.6000
Epoch: 851, Loss: 0.5916
Epoch: 901, Loss: 0.5900
Epoch: 951, Loss: 0.5875
Epoch: 1001, Loss: 0.5838
Elapsed time 0.0953 min
Epoch: 51, Loss: 0.5770
Epoch: 101, Loss: 0.5725
Epoch: 151, Loss: 0.5696
Epoch: 201, Loss: 0.5677
Epoch: 251, Loss: 0.5657
Epoch: 301, Loss: 0.5642
Epoch: 351, Loss: 0.5624
Epoch: 401, Loss: 0.5605
Epoch: 451, Loss: 0.5561
Epoch: 501, Loss: 0.5541
Epoch: 551, Loss: 0.5532
Epoch: 601, Loss: 0.5525
Epoch: 651, Loss: 0.5510
Epoch: 701, Loss: 0.5494
Epoch: 751, Loss: 0.5478
Epoch: 801, Loss: 0.5468
Epoch: 851, Loss: 0.5474
Epoch: 901, Loss: 0.5457
Epoch: 951, Loss: 0.5465
Epoch: 1001, Loss: 0.5450
Elapsed time 0.0966 min
Epoch: 51, Loss: 0.5455
Epoch: 101, Loss: 0.5446
Epoch: 151, Loss: 0.5434
Epoch: 201, Loss: 0.5426
Epoch: 251, Loss: 0.5417
Epoch: 301, Loss: 0.5407
