====================================================================================================
data: HeteroData(
  drug={
    node_id=[3084],
    x=[3084, 12],
  },
  protein={
    node_id=[718],
    x=[718, 20],
  },
  (drug, interaction, protein)={ edge_index=[2, 5937] },
  (protein, rev_interaction, drug)={ edge_index=[2, 5937] }
)
====================================================================================================
****************************************************************************************************
train data: HeteroData(
  drug={
    node_id=[3084],
    x=[3084, 12],
  },
  protein={
    node_id=[718],
    x=[718, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 3326],
    edge_label=[2493],
    edge_label_index=[2, 2493],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 3326] }
)
****************************************************************************************************
val data: HeteroData(
  drug={
    node_id=[3084],
    x=[3084, 12],
  },
  protein={
    node_id=[718],
    x=[718, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 4157],
    edge_label=[1779],
    edge_label_index=[2, 1779],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 4157] }
)
****************************************************************************************************
test data: HeteroData(
  drug={
    node_id=[3084],
    x=[3084, 12],
  },
  protein={
    node_id=[718],
    x=[718, 20],
  },
  (drug, interaction, protein)={
    edge_index=[2, 4750],
    edge_label=[3561],
    edge_label_index=[2, 3561],
  },
  (protein, rev_interaction, drug)={ edge_index=[2, 4750] }
)
****************************************************************************************************
edge_x: torch.Size([2493, 32])
labels: torch.Size([2493])
edge_x: torch.Size([1779, 32])
labels: torch.Size([1779])
edge_x: torch.Size([3561, 32])
labels: torch.Size([3561])
model: HGT(
  (lin_dict): ModuleDict(
    (drug): Linear(-1, 64, bias=True)
    (protein): Linear(-1, 64, bias=True)
  )
  (convs): ModuleList(
    (0-1): 2 x HGTConv(-1, 64, heads=2)
  )
  (lin): Linear(128, 1, bias=True)
)
Epoch: 51, Loss: 0.5918
Epoch: 101, Loss: 0.5617
Epoch: 151, Loss: 0.5333
Epoch: 201, Loss: 0.5339
Epoch: 251, Loss: 0.5295
Epoch: 301, Loss: 0.5270
Epoch: 351, Loss: 0.5241
Epoch: 401, Loss: 0.5225
Epoch: 451, Loss: 0.5236
Epoch: 501, Loss: 0.5203
Epoch: 551, Loss: 0.5183
Epoch: 601, Loss: 0.5171
Epoch: 651, Loss: 0.5178
Epoch: 701, Loss: 0.5362
Epoch: 751, Loss: 0.5134
Epoch: 801, Loss: 0.5119
Epoch: 851, Loss: 0.5108
Epoch: 901, Loss: 0.5094
Epoch: 951, Loss: 0.5094
Epoch: 1001, Loss: 0.5100
Epoch: 6, Loss: 0.5107
Epoch: 11, Loss: 0.5083
Epoch: 16, Loss: 0.5071
Epoch: 21, Loss: 0.5070
Epoch: 26, Loss: 0.5072
Epoch: 31, Loss: 0.5069
Epoch: 36, Loss: 0.5066
Epoch: 41, Loss: 0.5066
Epoch: 46, Loss: 0.5063
Epoch: 51, Loss: 0.5063
Epoch: 56, Loss: 0.5162
Epoch: 61, Loss: 0.5108
Epoch: 66, Loss: 0.5103
Epoch: 71, Loss: 0.5069
Epoch: 76, Loss: 0.5071
Epoch: 81, Loss: 0.5060
Epoch: 86, Loss: 0.5061
Epoch: 91, Loss: 0.5056
Epoch: 96, Loss: 0.5057
Epoch: 101, Loss: 0.5059
Elapsed time 0.0145 min
Epoch: 6, Loss: 0.5061
Epoch: 11, Loss: 0.5055
Epoch: 16, Loss: 0.6813
Epoch: 21, Loss: 0.7116
Epoch: 26, Loss: 1.9424
Epoch: 31, Loss: 0.6383
Epoch: 36, Loss: 0.6813
Epoch: 41, Loss: 0.6652
Epoch: 46, Loss: 0.6377
Epoch: 51, Loss: 0.6272
Epoch: 56, Loss: 0.6046
Epoch: 61, Loss: 0.5916
Epoch: 66, Loss: 0.5845
Epoch: 71, Loss: 0.5773
Epoch: 76, Loss: 0.5741
Epoch: 81, Loss: 0.5685
Epoch: 86, Loss: 0.5631
Epoch: 91, Loss: 0.5508
Epoch: 96, Loss: 0.5331
Epoch: 101, Loss: 0.5253
Elapsed time 0.0140 min
Epoch: 6, Loss: 0.5211
Epoch: 11, Loss: 0.5193
Epoch: 16, Loss: 0.5186
Epoch: 21, Loss: 0.5180
Epoch: 26, Loss: 0.5169
Epoch: 31, Loss: 0.5162
Epoch: 36, Loss: 0.5155
Epoch: 41, Loss: 0.5151
Epoch: 46, Loss: 0.5148
Epoch: 51, Loss: 0.5145
Epoch: 56, Loss: 0.5142
Epoch: 61, Loss: 0.5140
Epoch: 66, Loss: 0.5138
Epoch: 71, Loss: 0.5135
Epoch: 76, Loss: 0.5133
Epoch: 81, Loss: 0.5131
Epoch: 86, Loss: 0.5130
Epoch: 91, Loss: 0.5128
Epoch: 96, Loss: 0.5126
Epoch: 101, Loss: 0.5124
Elapsed time 0.0140 min
Epoch: 6, Loss: 0.5123
Epoch: 11, Loss: 0.5121
Epoch: 16, Loss: 0.5120
Epoch: 21, Loss: 0.5118
Epoch: 26, Loss: 0.5116
Epoch: 31, Loss: 0.5115
Epoch: 36, Loss: 0.5113
